|                    |F1|F2|F3|F4|F5|F6|F7|F8|F9|ANSWER|
| Individual 1475       |64.2607|0.00806503|24.5574|2.03635|2.61055|259.653|0.0747181|122.787|2.02829|-61.6502|175.84|
| Individual 1476       |53.6839|0.107121|22.7541|1.92621|4.54456|219.28|22.746|113.771|1.81909|-49.1393|141.922|
| Individual 1477       |49.9873|0.0873304|37.4667|1.66278|-3.14541|196.804|2.03399|187.334|1.57545|-53.1327|76.5262|
| Individual 1478       |47.3292|0.0871844|44.0781|1.91227|11.4337|200.75|6.45037|220.391|1.82508|-35.8955|59.3906|
| Individual 1479       |40.8233|0.0165867|34.7212|2.02305|5.29849|168.592|226.395|173.606|2.00646|-35.5248|54.3958|
| Individual 1480       |48.4799|0.079419|42.2071|1.91169|-1.38147|192.538|6.17667|211.035|1.83227|-49.8614|56.7555|
| Individual 1481       |39.6956|0.0953724|25.1133|1.9074|7.21871|166.001|113.73|125.567|1.81203|-32.4769|81.601|
| Individual 1482       |45.5124|0.0301853|37.1525|1.97128|9.5354|191.585|1.95927|185.763|1.94109|-35.977|70.422|
| Individual 1483       |39.2609|0.440942|46.1039|1.95698|5.12474|162.168|-48.5357|230.519|1.51604|-34.1361|16.2765|
| Individual 1484       |40.1006|0.0219835|44.7698|1.89122|4.38947|164.792|148.36|223.849|1.86923|-35.7111|21.1361|
| Individual 1485       |35.7958|0.0207036|31.2429|1.83568|4.31049|147.494|58.121|156.215|1.81497|-31.4853|44.6901|
| Individual 1486       |61.6664|0.101922|25.0635|1.94619|5.87384|252.54|0.141316|125.318|1.84426|-55.7926|168.128|
| Individual 1487       |56.9459|6.00818e-05|29.9424|1.96144|3.58733|231.371|39.3604|149.712|1.96138|-53.3586|131.737|
| Individual 1488       |53.7972|0.0513622|25.4745|1.82091|1.22687|216.416|1.86205|127.373|1.76955|-52.5703|131.144|
| Individual 1489       |49.5535|0.0137523|39.523|2.04284|7.01011|205.224|12.058|197.615|2.02909|-42.5434|76.5096|
| Individual 1490       |52.563|0.144167|37.3295|1.88308|2.67732|212.929|244.542|186.648|1.73891|-49.8857|92.2462|
| Individual 1491       |55.2849|0.133873|29.3653|1.98369|2.30192|223.442|5.72747|146.826|1.84982|-52.983|126.097|
| Individual 1492       |61.0749|0.00991674|30.111|2.1096|4.80198|249.102|196.802|150.555|2.09969|-56.2729|148.27|
| Individual 1493       |34.3836|0.0700233|47.0304|2.04616|4.10088|141.635|1.72074|235.152|1.97613|-30.2827|-9.33673|
| Individual 1494       |64.3048|0.00962593|29.817|1.75359|4.19041|261.41|-46.0629|149.085|1.74397|-60.1144|163.239|
| Individual 1495       |69.8191|0.309656|46.1901|2.07564|4.03399|283.31|117.857|230.95|1.76599|-65.7851|135.91|
| Individual 1496       |40.9954|0.14922|47.4021|2.06743|4.66439|168.646|46.888|237.011|1.91821|-36.331|16.8486|
| Individual 1497       |42.892|0.147926|40.2292|2.01841|0.272184|171.84|0.0183064|201.146|1.87049|-42.6198|41.8002|
| Individual 1498       |57.1363|0.0241559|40.0681|2.07079|6.12203|234.667|49.5629|200.34|2.04664|-51.0142|104.23|
| Individual 1499       |62.4984|0.0369038|47.0016|1.93393|-1.78121|248.212|1.92914|235.008|1.89703|-64.2796|97.7223|
| Individual 1500       |35.6666|0.0516411|47.5895|1.89169|2.66673|145.333|7.03037|237.947|1.84005|-32.9998|-6.63569|
| Individual 1501       |45.621|0.148703|44.2232|1.88859|7.44883|189.933|194.583|221.116|1.73989|-38.1722|48.5637|
| Individual 1502       |54.3593|0.0121169|24.5318|2.0227|6.63769|224.075|5.80572|122.659|2.01059|-47.7216|140.427|
| Individual 1503       |45.633|0.0647613|37.382|1.90224|7.35206|189.884|247.815|186.91|1.83747|-38.2809|68.5508|
| Individual 1504       |34.7815|0.0222784|25.0942|2.00466|4.66221|143.788|1.91083|125.471|1.98238|-30.1193|58.5938|
| Individual 1505       |31.5048|0.0780858|28.4233|2.1155|3.28411|129.303|-39.8577|142.116|2.03742|-28.2207|33.8464|
| Individual 1506       |55.9836|0.0369655|30.1861|1.87068|6.11968|230.054|36.3396|150.931|1.83371|-49.8639|130.327|
| Individual 1507       |45.6964|0.0932409|31.9325|2.01457|4.16903|186.955|38.4486|159.662|1.92132|-41.5274|81.5506|
| Individual 1508       |48.3|0.0548034|45.4049|1.9772|6.03025|199.23|0.038883|227.024|1.9224|-42.2697|53.4036|
| Individual 1509       |45.2174|0.347172|26.7053|2.06024|7.96711|188.837|39.2413|133.526|1.71307|-37.2503|100.155|
| Individual 1510       |42.7668|0.0120843|43.3146|2.00346|8.62248|179.69|1.75553|216.573|1.99137|-34.1444|39.7892|
| Individual 1511       |49.9025|0.0620222|45.2709|1.91095|3.45238|203.063|5.25078|226.355|1.84893|-46.4502|58.0052|
| Individual 1512       |43.251|0.0119094|40.4131|1.98125|5.93276|178.937|159.045|202.065|1.96934|-37.3182|47.8509|
| Individual 1513       |60.2032|0.00759551|35.8619|1.96513|-2.59709|238.216|5.30547|179.31|1.95753|-62.8003|120.842|
| Individual 1514       |29.7408|0.0566947|31.1061|1.99094|6.93698|125.9|196.206|155.531|1.93425|-22.8038|22.9104|
| Individual 1515       |46.8834|0.0746966|46.9723|1.99757|4.71701|192.251|1.71665|234.861|1.92287|-42.1664|41.7196|
| Individual 1516       |51.9072|0.444642|39.0992|2.03609|3.79939|211.428|-33.1978|195.496|1.59145|-48.1078|86.1735|
| Individual 1517       |38.99|0.229621|41.3182|2.04813|5.75229|161.712|32.7382|206.591|1.81851|-33.2377|28.6652|
| Individual 1518       |36.1916|0.256125|35.25|2.01843|5.73825|150.505|33.2366|176.25|1.76231|-30.4534|35.9434|
| Individual 1519       |35.0342|0.0255125|28.0656|1.92832|6.73025|146.867|0.107474|140.328|1.90281|-28.304|53.1563|
| Individual 1520       |50.0789|0.372057|37.456|1.88094|4.85869|205.174|20.0499|187.28|1.50889|-45.2202|85.2618|
| Individual 1521       |42.5927|0.153217|46.291|2.03898|2.52807|172.899|1.8285|231.455|1.88576|-40.0646|24.597|
| Individual 1522       |50.2711|0.141541|24.22|2.02534|5.18697|206.271|4.85933|121.1|1.8838|-45.0841|124.192|
| Individual 1523       |42.7393|0.602124|22.0766|2.02764|4.60956|175.567|137.806|110.383|1.42552|-38.1298|102.21|
| Individual 1524       |30.5519|0.151666|41.3394|1.94751|4.89174|127.099|5.59298|206.697|1.79584|-25.6602|-5.89785|
| Individual 1525       |26.1245|0.0898676|21.9386|1.98531|4.6489|109.147|100.25|109.693|1.89545|-21.4756|33.854|
| Individual 1526       |39.3764|0.0204879|32.2191|1.91837|15.7499|173.256|1.72103|161.095|1.89788|-23.6265|67.1089|
| Individual 1527       |52.2849|0.0559101|35.2062|2.0994|5.00261|214.142|-28.3772|176.031|2.04349|-47.2823|98.3064|
| Individual 1528       |51.7588|0.0429191|45.0354|1.89854|5.49449|212.53|69.0507|225.177|1.85562|-46.2643|68.1453|
| Individual 1529       |54.3652|0.039744|46.7589|2.04759|12.7749|230.236|49.3982|233.794|2.00785|-41.5903|79.9196|
| Individual 1530       |45.5547|0.00563039|42.2416|1.95184|4.81894|187.038|0.018081|211.208|1.94621|-40.7358|50.5819|
| Individual 1531       |41.9565|0.121692|25.8587|2.03359|5.1452|172.971|23.4933|129.294|1.9119|-36.8113|85.8356|
| Individual 1532       |53.6221|0.172903|44.8204|1.91504|5.11333|219.602|2.09637|224.102|1.74214|-48.5087|76.4297|
| Individual 1533       |58.5098|0.329106|24.7045|1.89065|11.62|245.659|5.82934|123.522|1.56155|-46.8898|163.738|
| Individual 1534       |33.8562|0.0256183|34.934|1.91265|12.447|147.872|203.422|174.67|1.88703|-21.4092|33.6347|
| Individual 1535       |39.548|0.116765|32.7029|1.85252|4.30144|162.493|6.30719|163.514|1.73575|-35.2466|55.706|
| Individual 1536       |38.514|0.00671879|48.5157|2.04862|4.76205|158.818|117.466|242.579|2.0419|-33.7519|3.06128|
| Individual 1537       |39.833|0.250611|30.4425|1.90185|4.64159|163.973|2.07829|152.213|1.65124|-35.1914|64.3896|
| Individual 1538       |69.0653|0.0364611|30.261|1.93426|5.76839|282.03|-43.5688|151.305|1.8978|-63.2969|181.758|
| Individual 1539       |42.3948|0.0602872|37.3733|2.05713|3.75527|173.335|122.551|186.867|1.99684|-38.6396|51.2303|
| Individual 1540       |66.3641|0.011786|46.5319|1.98241|3.8841|269.341|41.5482|232.66|1.97063|-62.48|119.892|
| Individual 1541       |54.304|0.0205824|40.266|1.9827|10.0866|227.303|0.0796795|201.33|1.96212|-44.2174|96.6942|
| Individual 1542       |53.4613|0.0885015|27.243|1.97491|5.48683|219.332|45.5495|136.215|1.88641|-47.9745|128.171|
| Individual 1543       |46.6512|0.0931067|35.5878|2.00942|-3.754|182.851|1.98376|177.939|1.91631|-50.4052|66.506|
| Individual 1544       |57.8223|0.00557461|44.9998|1.99371|4.07184|235.361|4.682|224.999|1.98814|-53.7504|90.4207|
| Individual 1545       |59.0999|0.16188|23.3353|1.87295|0.334246|236.734|170.875|116.676|1.71107|-58.7656|158.173|
| Individual 1546       |22.0058|0.0180778|22.298|1.85356|2.88704|90.9104|6.03095|111.49|1.83548|-19.1188|14.839|
| Individual 1547       |40.7136|0.0545899|27.5435|1.92736|2.58982|165.444|227.747|137.717|1.87277|-38.1237|73.4498|
| Individual 1548       |54.5486|0.313956|38.0608|1.93462|5.32678|223.521|1.90408|190.304|1.62066|-49.2218|101.236|
| Individual 1549       |62.3554|0.00882321|47.0067|2.05262|-9.74105|239.681|-36.8662|235.034|2.0438|-72.0965|88.4416|
| Individual 1550       |75.6876|0.0249145|35.5033|1.85804|5.50896|308.259|24.7061|177.517|1.83313|-70.1787|192.584|
| Individual 1551       |59.3346|0.195381|30.8926|1.89511|15.9983|253.337|41.9281|154.463|1.69973|-43.3363|152.16|
| Individual 1552       |43.9006|0.0711748|46.5515|1.98088|7.11121|182.714|0.142586|232.758|1.9097|-36.7894|33.5107|
| Individual 1553       |60.2817|0.0084702|45.1055|1.92752|-1.13279|239.994|49.9487|225.527|1.91905|-61.4145|95.0825|
| Individual 1554       |29.7069|0.166908|25.9517|2.11715|4.67695|123.505|1.94051|129.758|1.95025|-25.03|35.8983|
| Individual 1555       |42.7291|0.0781761|27.9335|1.81217|-14.7365|156.18|3.97146|139.668|1.73399|-57.4656|63.7094|
| Individual 1556       |54.9355|0.198879|41.1158|1.80316|4.98368|224.726|171.684|205.579|1.60428|-49.9518|93.3568|
| Individual 1557       |53.8768|0.0801145|48.068|2.01809|5.38679|220.894|5.96412|240.34|1.93798|-48.49|67.0001|
| Individual 1558       |52.902|0.0329445|36.5247|2.01277|3.75138|215.36|249.744|182.623|1.97982|-49.1507|95.8865|
| Individual 1559       |60.7492|0.157503|42.1826|1.92183|-2.89586|240.101|1.79793|210.913|1.76433|-63.645|104.731|
| Individual 1560       |60.1573|0.0851302|48.9986|2.02278|4.94053|245.57|-37.9567|244.993|1.93765|-55.2167|88.8856|
| Individual 1561       |44.645|0.105695|32.9343|1.88536|4.89498|183.475|12.8483|164.671|1.77967|-39.75|75.7739|
| Individual 1562       |42.5359|0.0416131|41.0857|1.90951|2.00873|172.152|56.6771|205.428|1.86789|-40.5272|39.556|
| Individual 1563       |65.3308|0.0506028|32.6702|2.05966|4.4969|265.82|0.0108107|163.351|2.00906|-60.8339|157.764|
| Individual 1564       |63.5169|0.401622|27.2272|1.96512|4.21619|258.284|45.9008|136.136|1.56349|-59.3007|168.784|
| Individual 1565       |41.6914|0.171542|43.5156|1.94084|2.74475|169.51|2.08023|217.578|1.7693|-38.9466|30.1168|
| Individual 1566       |37.9724|0.0153493|33.1743|2.05852|5.61278|157.502|6.29899|165.871|2.04317|-32.3596|47.7635|
| Individual 1567       |48.3324|0.249902|48.6012|1.92237|1.68852|195.018|233.007|243.006|1.67246|-46.6439|40.8523|
| Individual 1568       |46.5726|0.0103481|26.1612|1.89477|6.51148|192.802|6.25151|130.806|1.88442|-40.0611|104.896|
| Individual 1569       |62.3825|0.133323|38.5908|1.99759|5.39372|254.924|229.504|192.954|1.86427|-56.9887|129.83|
| Individual 1570       |31.4196|0.183995|26.4416|1.6143|16.4152|142.094|2.06942|132.208|1.4303|-15.0044|55.6175|
| Individual 1571       |45.0818|0.230563|25.4802|2.03015|4.34315|184.67|-50.3781|127.401|1.79959|-40.7387|99.2318|
| Individual 1572       |41.1292|0.0842477|26.899|2.06755|5.33114|169.848|84.9577|134.495|1.9833|-35.798|79.2343|
| Individual 1573       |47.39|0.287823|32.9571|1.80126|6.7355|196.296|62.5521|164.785|1.51343|-40.6546|89.8573|
| Individual 1574       |38.6927|0.0362635|49.6177|1.97406|4.70174|159.473|0.3705|248.088|1.9378|-33.991|0.93073|
| Individual 1575       |42.6085|0.0564303|29.2362|1.97145|8.25522|178.689|44.9201|146.181|1.91502|-34.3533|81.4058|
| Individual 1576       |44.2779|0.019836|31.93|1.88895|5.11558|182.227|1.87906|159.65|1.86911|-39.1623|77.0914|
| Individual 1577       |41.5126|0.024941|25.6563|2.0663|4.4733|170.524|4.09127|128.282|2.04136|-37.0393|83.3478|
| Individual 1578       |55.1953|0.0745231|27.4639|1.98933|6.71359|227.495|254.3|137.32|1.9148|-48.4817|135.529|
| Individual 1579       |66.3923|0.0783454|20.5751|1.80504|6.29944|271.869|6.00767|102.876|1.72669|-60.0929|201.51|
| Individual 1580       |57.1819|0.0354917|42.0093|2.02287|64.3314|293.059|224.6|210.046|1.98738|7.14948|157.094|
| Individual 1581       |37.464|0.00118512|34.5143|1.89927|13.6946|163.551|1.50856|172.571|1.89808|-23.7695|50.5173|
| Individual 1582       |64.7872|0.0515074|32.1236|2.10747|4.1774|263.326|-58.4608|160.618|2.05596|-60.6098|156.676|
| Individual 1583       |32.3764|0.0552506|31.1584|1.9078|4.72891|134.235|111.997|155.792|1.85255|-27.6475|31.4966|
| Individual 1584       |45.8519|0.125622|29.7865|1.96572|5.33287|188.74|49.0707|148.932|1.8401|-40.519|90.1804|
| Individual 1585       |51.2446|0.0167026|41.6928|1.86856|5.55909|210.538|0.0214614|208.464|1.85186|-45.6855|76.2|
| Individual 1586       |53.4503|0.0244983|49.2971|2.00534|5.49339|219.295|37.9084|246.486|1.98084|-47.9569|61.499|
| Individual 1587       |30.0907|0.141079|23.9155|1.86867|5.34603|125.709|1.98196|119.578|1.72759|-24.7446|45.3242|
| Individual 1588       |57.3314|0.150531|24.3573|1.76102|4.70762|234.033|4.15664|121.786|1.61049|-52.6238|152.909|
| Individual 1589       |56.8427|0.00158911|27.2885|2.0086|6.48368|233.855|200.439|136.443|2.00701|-50.359|141.954|
| Individual 1590       |48.2616|0.244633|23.9555|1.95297|11.0821|204.129|5.96736|119.777|1.70834|-37.1795|123.721|
| Individual 1591       |43.2499|0.197656|31.3869|1.86975|4.13324|177.133|189.542|156.935|1.6721|-39.1166|74.6114|
| Individual 1592       |62.3965|0.0075386|20.8339|1.99411|11.8437|261.43|1.9605|104.169|1.98657|-50.5529|188.995|
| Individual 1593       |48.2992|0.0265439|47.0136|1.96725|26.65|219.847|-44.914|235.068|1.94071|-21.6492|69.1024|
| Individual 1594       |56.7887|0.138437|32.8923|1.94991|4.71437|231.869|76.9115|164.461|1.81147|-52.0743|124.135|
| Individual 1595       |55.5595|0.14598|37.9617|2.00972|-8.9801|213.258|46.5109|189.809|1.86374|-64.5396|90.0542|
| Individual 1596       |33.2822|0.108803|22.0159|1.86007|4.90507|138.034|0.123237|110.079|1.75127|-28.3772|63.2301|
| Individual 1597       |41.0992|0.0631816|34.9014|2.04935|18.8313|183.228|46.5069|174.507|1.98617|-22.2679|68.5931|
| Individual 1598       |56.6797|0.230138|38.9643|1.94275|4.47271|231.191|2.13688|194.821|1.71262|-52.207|105.736|
| Individual 1599       |42.986|0.148424|42.3084|2.00599|2.97277|174.917|1408.17|211.542|1.85757|-40.0133|38.7039|
| Individual 1600       |45.7384|0.101106|29.1587|1.80329|5.35754|188.311|1594.21|145.794|1.70219|-40.3808|92.3238|
| Individual 1601       |46.1705|0.16572|39.3404|2.09032|4.27847|188.961|6.53386|196.702|1.9246|-41.8921|61.3162|
| Individual 1602       |51.4033|0.0649815|20.9237|2.00542|15.3749|220.988|232.535|104.618|1.94043|-36.0284|148.515|
| Individual 1603       |49.4906|0.00689288|29.1442|1.72901|1.27696|199.239|2.01364|145.721|1.72212|-48.2136|103.196|
| Individual 1604       |49.9288|0.00544642|49.7496|1.8138|5.07496|204.79|1361.66|248.748|1.80835|-44.8538|46.4994|
| Individual 1605       |29.9909|0.119375|46.1831|2.03225|-7.15215|112.811|1444.62|230.915|1.91287|-37.143|-35.3021|
| Individual 1606       |38.2859|0.13045|28.475|2.00052|5.88364|159.027|58.3191|142.375|1.87007|-32.4023|64.252|
| Individual 1607       |33.2423|0.093734|42.4075|1.97085|7.90768|140.877|0.0187809|212.038|1.87712|-25.3346|4.26854|
| Individual 1608       |52.8113|0.0598788|35.677|1.89427|24.8197|236.065|28.4848|178.385|1.83439|-27.9916|119.862|
| Individual 1609       |46.9022|0.00140817|41.4097|1.98619|7.25549|194.864|2.07188|207.048|1.98478|-39.6467|60.7113|
| Individual 1610       |20.6959|0.052329|48.6122|2.02538|4.82672|87.6102|8.05507|243.061|1.97305|-15.8692|-68.0915|
| Individual 1611       |51.8985|0.0111629|40.364|2.00893|3.21255|210.807|241.331|201.82|1.99777|-48.686|79.7258|
| Individual 1612       |44.468|0.277997|42.2648|1.85857|5.55787|183.43|6.23442|211.324|1.58057|-38.9101|48.7325|
| Individual 1613       |46.927|0.30611|38.7588|2.1222|5.84612|193.554|142.424|193.794|1.81609|-41.0809|68.1975|
| Individual 1614       |53.4621|0.166948|48.2488|2.12456|2.40712|216.255|2.0531|241.244|1.95761|-51.055|61.7209|
| Individual 1615       |50.5418|0.132268|39.0269|1.99394|5.71773|207.885|-50.264|195.135|1.86167|-44.824|81.4956|
| Individual 1616       |38.1349|0.100152|40.7362|2.02732|5.48439|158.024|145.611|203.681|1.92717|-32.6506|26.1798|
| Individual 1617       |49.492|0.0293833|27.7059|1.80118|-3.85015|194.118|60.8944|138.53|1.77179|-53.3421|102.141|
| Individual 1618       |58.828|0.139292|22.2748|1.80105|2.7448|238.057|0.232784|111.374|1.66176|-56.0832|162.924|
| Individual 1619       |42.0249|0.0145642|35.9343|1.94267|6.50993|174.61|36.451|179.671|1.92811|-35.515|57.1661|
| Individual 1620       |45.9999|0.176626|24.2603|1.95335|5.41777|189.417|1.90732|121.302|1.77673|-40.5822|107.753|
| Individual 1621       |54.7981|0.0396645|44.562|1.88901|5.34313|224.536|5.91473|222.81|1.84935|-49.455|81.603|
| Individual 1622       |56.672|0.286275|46.1877|1.97931|4.88912|231.577|249.492|230.939|1.69304|-51.7829|84.5487|
| Individual 1623       |43.8176|0.0202894|34.2813|2.03149|5.70273|180.973|5.95474|171.407|2.0112|-38.1148|68.0731|
| Individual 1624       |43.9151|0.243718|21.7554|1.76321|5.25724|180.918|182.255|108.777|1.51949|-38.6579|108.054|
| Individual 1625       |52.7948|0.0269877|48.149|1.94443|1.77934|212.959|1.67454|240.745|1.91745|-51.0155|58.9244|
| Individual 1626       |30.7917|0.122461|32.795|1.92362|0.642466|123.809|-54.9796|163.975|1.80116|-30.1492|16.4182|
| Individual 1627       |55.4024|0.307359|21.3453|1.84658|7.25016|228.86|131.767|106.726|1.53922|-48.1523|157.128|
| Individual 1628       |59.3409|0.31814|38.9657|1.85823|-0.836019|236.528|44.2925|194.829|1.54009|-60.1769|111.93|
| Individual 1629       |65.1248|0.00615523|36.4259|2.07706|8.56838|269.068|0.109993|182.129|2.0709|-56.5564|149.436|
| Individual 1630       |63.5968|0.0271354|23.1964|2.00845|9.47833|263.865|44.5761|115.982|1.98132|-54.1184|184.37|
| Individual 1631       |40.3575|0.0531166|39.5895|2.07318|5.66697|167.097|1.98027|197.947|2.02006|-34.6905|38.2282|
| Individual 1632       |42.5388|0.029767|27.6578|1.76657|3.58341|173.739|3.97637|138.289|1.73681|-38.9554|82.0815|
| Individual 1633       |57.549|0.0151206|33.6971|1.9414|3.97995|234.176|181.146|168.485|1.92628|-53.5691|123.453|
| Individual 1634       |50.9982|0.0238471|39.6483|1.95815|4.53034|208.523|6.05079|198.242|1.93431|-46.4678|79.9065|
| Individual 1635       |57.3975|0.149541|46.7964|1.90021|5.35523|234.945|222.881|233.982|1.75067|-52.0423|85.8027|
| Individual 1636       |50.3792|0.143536|32.4191|2.07408|4.21822|205.735|1.87027|162.096|1.93054|-46.161|98.8249|
| Individual 1637       |54.8794|0.0542172|30.1488|1.79829|6.12742|225.645|-40.3161|150.744|1.74407|-48.752|126.478|
| Individual 1638       |33.6487|0.0330902|48.4424|1.7347|-2.24568|132.349|38.0664|242.212|1.70161|-35.8944|-21.4862|
| Individual 1639       |45.5138|0.0576397|35.1932|1.98075|5.534|187.589|30.0859|175.966|1.92311|-39.9798|72.394|
| Individual 1640       |56.8523|0.105182|36.2566|1.86972|5.40397|232.813|0.142171|181.283|1.76454|-51.4483|115.221|
| Individual 1641       |59.5849|0.117934|29.2731|2.00589|4.07438|242.414|32.2025|146.365|1.88795|-55.5105|145.155|
| Individual 1642       |57.2457|0.0501134|25.553|2.08901|5.32291|234.306|2.01541|127.765|2.03889|-51.9228|147.452|
| Individual 1643       |63.6784|0.216852|38.1778|1.92838|8.24305|262.957|3.19684|190.889|1.71153|-55.4353|139.866|
| Individual 1644       |46.922|0.0924679|24.4404|2.04963|5.45806|193.146|123.541|122.202|1.95716|-41.464|110.039|
| Individual 1645       |48.1379|0.112511|29.6212|2.02266|9.21028|201.762|6.18841|148.106|1.91015|-38.9276|103.348|
| Individual 1646       |41.2637|0.0180421|42.0585|1.77108|-44.4659|120.589|161.012|210.292|1.75303|-85.7295|-14.3517|
| Individual 1647       |32.8984|0.123488|30.9625|1.94267|2.95419|134.548|1.87324|154.813|1.81918|-29.9442|32.5643|
| Individual 1648       |50.8229|0.0386358|37.5071|2.0074|5.11546|208.407|-26.8891|187.536|1.96877|-45.7074|86.0419|
| Individual 1649       |54.3703|0.0293734|22.7362|2.04213|5.30297|222.784|17.5668|113.681|2.01276|-49.0673|144.512|
| Individual 1650       |58.6458|0.12145|42.5718|1.92864|10.27|244.853|40.4792|212.859|1.80719|-48.3758|108.102|
| Individual 1651       |60.1561|0.00650802|37.6879|1.95538|76.9995|317.624|0.308547|188.439|1.94887|16.8433|194.816|
| Individual 1652       |70.6159|0.0685204|21.9409|1.7914|7.71611|290.18|47.0691|109.705|1.72287|-62.8998|215.743|
| Individual 1653       |37.5829|0.032698|41.2081|1.93387|6.09695|156.428|2.10651|206.041|1.90117|-31.4859|23.2983|
| Individual 1654       |59.1202|0.270468|41.0689|1.97799|12.2211|248.702|8.44033|205.345|1.70752|-46.8991|116.957|
| Individual 1655       |52.5222|0.128261|39.6776|2.00621|8.54726|218.636|170.357|198.388|1.87795|-43.975|90.2138|
| Individual 1656       |37.5258|0.146756|21.7303|2.00762|13.8412|163.944|6.62809|108.651|1.86087|-23.6846|89.4491|
| Individual 1657       |52.1946|0.169639|38.871|2.1264|4.52968|213.308|235.346|194.355|1.95676|-47.6649|86.9111|
| Individual 1658       |65.979|0.0657708|43.5749|1.91023|5.2451|269.161|1.79797|217.875|1.84445|-60.7339|129.214|
| Individual 1659       |63.6133|0.0898373|48.8408|2.0327|6.61788|261.071|-32.0388|244.204|1.94287|-56.9954|104.834|
| Individual 1660       |54.0514|0.0342365|32.194|1.88898|5.62744|221.833|20.1598|160.97|1.85475|-48.4239|115.977|
| Individual 1661       |64.2188|0.0981128|41.4404|1.9643|-20.2711|236.604|39.2769|207.202|1.86618|-84.4899|102.952|
| Individual 1662       |51.61|0.105135|25.52|1.91498|4.63323|211.073|0.158982|127.6|1.80985|-46.9768|125.464|
| Individual 1663       |44.7754|0.0484627|37.8559|1.86569|6.25047|185.352|38.0602|189.279|1.81723|-38.5249|62.6982|
| Individual 1664       |62.7649|0.280457|44.9044|1.90485|-7.86545|243.194|1.83517|224.522|1.62439|-70.6303|100.359|
| Individual 1665       |52.8845|0.000885749|45.3154|1.99509|6.15776|217.696|5.23357|226.577|1.9942|-46.7267|71.7783|
| Individual 1666       |44.7688|0.104461|28.7898|2.01799|5.17191|184.247|162.341|143.949|1.91353|-39.5969|88.3099|
| Individual 1667       |54.0501|0.0193119|21.6531|1.91688|-19.468|196.733|5.66449|108.265|1.89757|-73.5181|122.286|
| Individual 1668       |43.5326|0.015385|22.9664|1.91537|5.67187|179.802|190.301|114.832|1.89999|-37.8607|101.403|
| Individual 1669       |43.763|0.0551039|38.6756|2.01417|5.63263|180.684|1.67619|193.378|1.95907|-38.1303|54.8622|
| Individual 1670       |47.9521|0.0678245|20.7783|1.92478|5.7545|197.563|-34.0434|103.892|1.85696|-42.1976|125.943|
| Individual 1671       |49.3677|0.121498|46.6845|1.97809|3.38941|200.86|39.7798|233.423|1.85659|-45.9783|51.5236|
| Individual 1672       |52.8994|0.154479|29.1871|2.03188|4.25374|215.851|35.4043|145.935|1.8774|-48.6456|118.903|
| Individual 1673       |52.5536|0.00726566|47.3993|2.02579|15.6731|225.887|0.0818957|236.997|2.01853|-36.8805|73.5967|
| Individual 1674       |44.9559|0.11579|48.2187|2.01249|5.06405|184.888|40.9709|241.093|1.8967|-39.8918|30.7481|
| Individual 1675       |57.7737|0.0133987|25.2284|2.03972|1.14679|232.241|1.67112|126.142|2.02632|-56.6269|146.425|
| Individual 1676       |51.1501|0.0189263|29.6442|2.06139|8.20911|212.81|7.70755|148.221|2.04247|-42.941|113.665|
| Individual 1677       |49.877|0.0294698|40.6261|2.01937|9.60252|209.11|149.325|203.131|1.9899|-40.2744|77.2825|
| Individual 1678       |49.1512|0.0330923|41.7911|2.07093|4.2133|200.818|5.09525|208.956|2.03783|-44.9379|65.2557|
| Individual 1679       |42.1054|0.0037237|20.1621|1.97716|4.06664|172.488|204.854|100.811|1.97344|-38.0387|102.135|
| Individual 1680       |56.8915|0.103405|22.824|1.95736|6.43235|233.999|1.58922|114.12|1.85395|-50.4592|156.257|
| Individual 1681       |46.8897|0.00406799|40.816|2.07715|5.05728|192.616|-27.6968|204.08|2.07309|-41.8324|59.8024|
| Individual 1682       |51.9906|0.015177|34.7686|2.05003|-27.9896|179.973|18.4661|173.843|2.03485|-79.9802|65.4927|
| Individual 1683       |57.7302|0.0515876|32.0397|1.95725|-7.97036|222.95|34.3937|160.199|1.90566|-65.7006|117.303|
| Individual 1684       |56.7066|0.234253|49.7267|1.96564|4.67543|231.502|0.0833997|248.634|1.73139|-52.0312|73.6646|
| Individual 1685       |49.4588|0.00579465|23.515|1.98421|-16.2177|181.618|28.0576|117.575|1.97841|-65.6765|101.181|
| Individual 1686       |53.8675|0.0533004|46.7322|2.00234|5.93629|221.406|1.86586|233.661|1.94904|-47.9312|71.4644|
| Individual 1687       |36.9066|0.302058|25.6307|2.07063|5.29136|152.918|4.31261|128.154|1.76857|-31.6152|67.1826|
| Individual 1688       |48.2707|0.0106638|44.4977|2.01004|17.348|210.431|141.887|222.488|1.99938|-30.9228|66.9409|
| Individual 1689       |65.5514|0.015858|20.7195|2.03527|5.20465|267.41|5.68097|103.598|2.01941|-60.3468|195.155|
| Individual 1690       |46.4203|0.193291|33.3578|1.96353|5.08158|190.763|140.288|166.789|1.77024|-41.3388|81.8382|
| Individual 1691       |51.6795|0.0947697|32.4802|1.78652|9.97131|216.689|1.78246|162.401|1.69175|-41.7082|110.79|
| Individual 1692       |41.9569|0.000651677|45.9089|1.92589|8.43418|176.262|-30.0811|229.544|1.92524|-33.5227|28.9091|
| Individual 1693       |39.399|0.0655394|24.4455|2.09851|3.56619|161.162|48.8024|122.228|2.03297|-35.8328|77.6606|
